cid,status,smiles,pLDDT,pTM,ipTM,ipTM_best,lig_iptm,confidence,confidence_best,affinity_log_kd_uM,affinity_kd_uM,affinity_pkd,affinity_prob_binder,elapsed_s,n_pdbs,n_models,pred_dir
FM001452_analog_0095,ok,Nc1cccc(OCc2ccccc2Cl)c1,0.916,0.9129,0.7447,0.745,0.7447,0.8818,0.8818,1.426,26.689,4.574,0.3372,80.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0095/boltz_results_FM001452_analog_0095/predictions/FM001452_analog_0095
FM001452_analog_0104,ok,Cc1ccccc1COc1cccc(N)c1,0.8979,0.9285,0.7359,0.7359,0.7359,0.8655,0.8655,0.697,4.973,5.303,0.4082,81.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0104/boltz_results_FM001452_analog_0104/predictions/FM001452_analog_0104
FM001452_analog_0109,ok,Nc1cccc(OCc2ccccc2CO)c1,0.8984,0.931,0.7982,0.7982,0.7982,0.8784,0.8784,1.189,15.463,4.811,0.2894,81.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0109/boltz_results_FM001452_analog_0109/predictions/FM001452_analog_0109
FM001452_analog_0110,ok,CCc1ccccc1COc1cccc(N)c1,0.896,0.9208,0.7167,0.7167,0.7167,0.8602,0.8602,0.835,6.846,5.165,0.5053,81.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0110/boltz_results_FM001452_analog_0110/predictions/FM001452_analog_0110
FM001452_analog_0051,ok,Nc1cc(OCCO)cc(OCc2ccccc2)c1,0.8807,0.9201,0.7858,0.8004,0.7858,0.8617,0.8617,0.733,5.408,5.267,0.2508,81.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0051/boltz_results_FM001452_analog_0051/predictions/FM001452_analog_0051
FM001452_analog_0068,ok,Nc1ccc(C(=O)O)c(OCc2ccccc2)c1,0.9009,0.9141,0.7628,0.7828,0.7628,0.8732,0.8732,1.033,10.79,4.967,0.5593,81.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0068/boltz_results_FM001452_analog_0068/predictions/FM001452_analog_0068
FM001452_analog_0161,ok,CN(C)Cc1ccc(COc2cccc(N)c2)cc1,0.888,0.9188,0.8057,0.8057,0.8057,0.8715,0.8715,0.877,7.528,5.123,0.3219,81.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0161/boltz_results_FM001452_analog_0161/predictions/FM001452_analog_0161
FM001452_analog_0164,ok,N#Cc1ccc(COc2cccc(N)c2)cc1,0.9087,0.9209,0.7431,0.7431,0.7431,0.8756,0.8756,0.992,9.808,5.008,0.4046,80.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0164/boltz_results_FM001452_analog_0164/predictions/FM001452_analog_0164
FM001452_analog_0169,ok,CC(C)c1ccc(COc2cccc(N)c2)cc1,0.8927,0.9231,0.7388,0.7388,0.7388,0.8619,0.8619,0.909,8.102,5.091,0.6547,81.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0169/boltz_results_FM001452_analog_0169/predictions/FM001452_analog_0169
FM001452_analog_0159,ok,Nc1cccc(OCc2ccc(S(N)(=O)=O)cc2)c1,0.8785,0.9197,0.7696,0.7696,0.7696,0.8568,0.8568,0.361,2.295,5.639,0.3133,80.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0159/boltz_results_FM001452_analog_0159/predictions/FM001452_analog_0159
FM001452_analog_0054,ok,CCCc1cc(N)cc(OCc2ccccc2)c1,0.8914,0.9243,0.8186,0.8186,0.8186,0.8768,0.8768,1.13,13.484,4.87,0.4715,81.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0054/boltz_results_FM001452_analog_0054/predictions/FM001452_analog_0054
FM001452_analog_0185,ok,CS(=O)(=O)c1c(N)cccc1OCc1ccccc1,0.8852,0.9144,0.7925,0.7925,0.7925,0.8667,0.8667,0.972,9.384,5.028,0.3341,82.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0185/boltz_results_FM001452_analog_0185/predictions/FM001452_analog_0185
FM001452_analog_0135,ok,CNC(=O)c1cccc(COc2cccc(N)c2)c1,0.8932,0.9262,0.7366,0.7366,0.7366,0.8619,0.8619,0.888,7.733,5.112,0.3682,81.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0135/boltz_results_FM001452_analog_0135/predictions/FM001452_analog_0135
FM001452_analog_0118,ok,Nc1cccc(OCc2ccccc2-c2ccsc2)c1,0.8828,0.9117,0.76,0.7611,0.76,0.8583,0.8583,1.221,16.639,4.779,0.3428,81.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0118/boltz_results_FM001452_analog_0118/predictions/FM001452_analog_0118
FM001452_analog_0009,ok,CNC(=O)Nc1cccc(OCc2ccccc2)c1,0.8906,0.9221,0.7498,0.7498,0.7498,0.8624,0.8624,0.888,7.723,5.112,0.295,81.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0009/boltz_results_FM001452_analog_0009/predictions/FM001452_analog_0009
FM001452_analog_0005,ok,CCC(=O)Nc1cccc(OCc2ccccc2)c1,0.8918,0.9144,0.7429,0.7429,0.7429,0.862,0.862,0.907,8.079,5.093,0.3318,82.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0005/boltz_results_FM001452_analog_0005/predictions/FM001452_analog_0005
FM001452_analog_0153,ok,Nc1cccc(OCc2ccc(Cl)cc2)c1,0.9366,0.9336,0.8351,0.8385,0.8351,0.9163,0.9163,1.494,31.197,4.506,0.4806,80.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0153/boltz_results_FM001452_analog_0153/predictions/FM001452_analog_0153
FM001452_analog_0166,ok,Nc1cccc(OCc2ccc(CO)cc2)c1,0.8974,0.9227,0.7643,0.7643,0.7643,0.8708,0.8708,0.547,3.526,5.453,0.3787,81.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0166/boltz_results_FM001452_analog_0166/predictions/FM001452_analog_0166
FM001452_analog_0002,ok,Nc1cccc(OCc2cccnc2)c1,0.912,0.9268,0.7063,0.7063,0.7063,0.8708,0.8708,1.108,12.812,4.892,0.3339,80.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0002/boltz_results_FM001452_analog_0002/predictions/FM001452_analog_0002
FM001452_analog_0131,ok,NC(=O)c1cccc(COc2cccc(N)c2)c1,0.8886,0.9259,0.6859,0.6859,0.6859,0.8481,0.8481,0.594,3.929,5.406,0.4332,80.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0131/boltz_results_FM001452_analog_0131/predictions/FM001452_analog_0131
FM001452_analog_0113,ok,NCc1ccccc1COc1cccc(N)c1,0.8822,0.9177,0.7898,0.7898,0.7898,0.8637,0.8637,1.215,16.406,4.785,0.2182,81.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0113/boltz_results_FM001452_analog_0113/predictions/FM001452_analog_0113
FM001452_analog_0052,ok,Nc1cc(CO)cc(OCc2ccccc2)c1,0.898,0.928,0.7588,0.7658,0.7588,0.8701,0.8701,0.812,6.484,5.188,0.356,80.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0052/boltz_results_FM001452_analog_0052/predictions/FM001452_analog_0052
FM001452_analog_0147,ok,Nc1cccc(OCc2cccc(-c3ccsc3)c2)c1,0.8734,0.9045,0.741,0.741,0.741,0.8469,0.8469,1.333,21.523,4.667,0.4625,81.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0147/boltz_results_FM001452_analog_0147/predictions/FM001452_analog_0147
FM001452_analog_0111,ok,CCCc1ccccc1COc1cccc(N)c1,0.8929,0.9082,0.7015,0.7015,0.7015,0.8546,0.8546,1.061,11.495,4.939,0.523,81.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0111/boltz_results_FM001452_analog_0111/predictions/FM001452_analog_0111
FM001452_analog_0070,ok,CCOc1ccc(N)cc1OCc1ccccc1,0.8898,0.9167,0.772,0.772,0.772,0.8662,0.8662,1.216,16.437,4.784,0.3928,81.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0070/boltz_results_FM001452_analog_0070/predictions/FM001452_analog_0070
FM001452_analog_0183,ok,CCOc1c(N)cccc1OCc1ccccc1,0.8894,0.9253,0.7974,0.7974,0.7974,0.871,0.871,1.256,18.022,4.744,0.3363,81.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0183/boltz_results_FM001452_analog_0183/predictions/FM001452_analog_0183
FM001452_analog_0107,ok,N#Cc1ccccc1COc1cccc(N)c1,0.9009,0.9247,0.7193,0.7193,0.7193,0.8646,0.8646,1.094,12.426,4.906,0.3419,80.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0107/boltz_results_FM001452_analog_0107/predictions/FM001452_analog_0107
FM001452_analog_0174,ok,Nc1cccc(OCc2ccc(-c3ccsc3)cc2)c1,0.8929,0.9113,0.7736,0.7736,0.7736,0.869,0.869,1.362,23.036,4.638,0.6135,81.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0174/boltz_results_FM001452_analog_0174/predictions/FM001452_analog_0174
FM001452_analog_0125,ok,Nc1cccc(OCc2cccc(C(=O)O)c2)c1,0.9004,0.9276,0.789,0.789,0.789,0.8781,0.8781,0.795,6.23,5.205,0.4461,81.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0125/boltz_results_FM001452_analog_0125/predictions/FM001452_analog_0125
FM001452_analog_0128,ok,Nc1cccc(OCc2cccc(C(F)(F)F)c2)c1,0.8972,0.8896,0.7823,0.7823,0.7823,0.8742,0.8742,1.216,16.429,4.784,0.2745,81.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0128/boltz_results_FM001452_analog_0128/predictions/FM001452_analog_0128
FM001452_analog_0130,ok,Nc1cccc(OCc2cccc(S(N)(=O)=O)c2)c1,0.8778,0.9168,0.7873,0.7873,0.7873,0.8597,0.8597,0.021,1.049,5.979,0.3031,81.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0130/boltz_results_FM001452_analog_0130/predictions/FM001452_analog_0130
FM001452_analog_0098,ok,CCOc1ccccc1COc1cccc(N)c1,0.8825,0.915,0.7378,0.7378,0.7378,0.8535,0.8535,1.235,17.184,4.765,0.2756,81.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0098/boltz_results_FM001452_analog_0098/predictions/FM001452_analog_0098
FM001452_analog_0201,ok,NC(=O)Nc1cccc(OCc2ccccc2)c1,0.8874,0.9375,0.8163,0.8163,0.8163,0.8732,0.8732,0.943,8.761,5.057,0.3599,81.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0201/boltz_results_FM001452_analog_0201/predictions/FM001452_analog_0201
FM001452_analog_0004,ok,CC(=O)Nc1cccc(OCc2ccccc2)c1,0.8864,0.9145,0.7027,0.7027,0.7027,0.8497,0.8497,0.845,6.994,5.155,0.2709,83.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0004/boltz_results_FM001452_analog_0004/predictions/FM001452_analog_0004
FM001452_analog_0053,ok,CCc1cc(N)cc(OCc2ccccc2)c1,0.8944,0.9349,0.8257,0.8257,0.8257,0.8807,0.8807,0.851,7.089,5.149,0.3755,83.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0053/boltz_results_FM001452_analog_0053/predictions/FM001452_analog_0053
FM001452_analog_0045,ok,NC(=O)c1cc(N)cc(OCc2ccccc2)c1,0.8781,0.9189,0.8294,0.8294,0.8294,0.8683,0.8683,1.177,15.045,4.823,0.4089,83.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0045/boltz_results_FM001452_analog_0045/predictions/FM001452_analog_0045
FM001452_analog_0069,ok,COc1ccc(N)cc1OCc1ccccc1,0.8853,0.918,0.849,0.849,0.849,0.8781,0.8781,1.104,12.706,4.896,0.4549,83.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0069/boltz_results_FM001452_analog_0069/predictions/FM001452_analog_0069
FM001452_analog_0182,ok,COc1c(N)cccc1OCc1ccccc1,0.8924,0.9235,0.775,0.775,0.775,0.8689,0.8689,1.183,15.23,4.817,0.5298,83.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0182/boltz_results_FM001452_analog_0182/predictions/FM001452_analog_0182
FM001452_analog_0105,ok,Nc1cccc(OCc2ccccc2N)c1,0.8976,0.9187,0.7401,0.7401,0.7401,0.8661,0.8661,0.772,5.922,5.228,0.3884,83.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0105/boltz_results_FM001452_analog_0105/predictions/FM001452_analog_0105
FM001452_analog_0037,ok,Nc1cc(F)cc(OCc2ccccc2)c1,0.9035,0.9302,0.7818,0.7818,0.7818,0.8792,0.8792,1.523,33.355,4.477,0.4884,84.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0037/boltz_results_FM001452_analog_0037/predictions/FM001452_analog_0037
FM001452_analog_0038,ok,Nc1cc(Cl)cc(OCc2ccccc2)c1,0.9212,0.9277,0.7824,0.805,0.7824,0.8935,0.8935,1.523,33.333,4.477,0.5081,83.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0038/boltz_results_FM001452_analog_0038/predictions/FM001452_analog_0038
FM001452_analog_0040,ok,COc1cc(N)cc(OCc2ccccc2)c1,0.8919,0.9164,0.7343,0.7343,0.7343,0.8604,0.8604,0.752,5.651,5.248,0.3178,83.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0040/boltz_results_FM001452_analog_0040/predictions/FM001452_analog_0040
FM001452_analog_0047,ok,Cc1cc(N)cc(OCc2ccccc2)c1,0.892,0.9166,0.7791,0.7791,0.7791,0.8694,0.8694,0.743,5.53,5.257,0.5192,82.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0047/boltz_results_FM001452_analog_0047/predictions/FM001452_analog_0047
FM001452_analog_0056,ok,NCc1cc(N)cc(OCc2ccccc2)c1,0.9011,0.9302,0.8437,0.8437,0.8437,0.8896,0.8896,1.371,23.489,4.629,0.2914,83.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0056/boltz_results_FM001452_analog_0056/predictions/FM001452_analog_0056
FM001452_analog_0036,ok,CN1CCC(c2ccc(OCc3ccccc3)cc2N)CC1,0.8704,0.8951,0.7718,0.7718,0.7718,0.8507,0.8507,0.688,4.876,5.312,0.3047,84.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0036/boltz_results_FM001452_analog_0036/predictions/FM001452_analog_0036
FM001452_analog_0044,ok,Nc1cc(OCc2ccccc2)cc(S(N)(=O)=O)c1,0.8761,0.921,0.8559,0.8559,0.8559,0.8721,0.8721,0.547,3.521,5.453,0.3282,83.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0044/boltz_results_FM001452_analog_0044/predictions/FM001452_analog_0044
FM001452_analog_0165,ok,Nc1cccc(OCc2ccc(OCCO)cc2)c1,0.893,0.9182,0.7788,0.7788,0.7788,0.8701,0.8701,0.65,4.471,5.35,0.4202,83.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0165/boltz_results_FM001452_analog_0165/predictions/FM001452_analog_0165
FM001452_analog_0162,ok,Cc1ccc(COc2cccc(N)c2)cc1,0.9049,0.9269,0.7244,0.7244,0.7244,0.8688,0.8688,0.943,8.771,5.057,0.5388,83.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0162/boltz_results_FM001452_analog_0162/predictions/FM001452_analog_0162
FM001452_analog_0170,ok,NCc1ccc(COc2cccc(N)c2)cc1,0.8925,0.9195,0.6682,0.6682,0.6682,0.8476,0.8476,0.666,4.636,5.334,0.3172,84.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0170/boltz_results_FM001452_analog_0170/predictions/FM001452_analog_0170
FM001452_analog_0171,ok,Nc1cccc(OCc2ccc(-c3ccncc3)cc2)c1,0.871,0.89,0.6492,0.6492,0.6492,0.8267,0.8267,0.912,8.171,5.088,0.458,83.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0171/boltz_results_FM001452_analog_0171/predictions/FM001452_analog_0171
FM001452_analog_0190,ok,Nc1cccc(OCc2ccccc2)c1N,0.9021,0.9169,0.7616,0.7687,0.7616,0.874,0.874,1.08,12.026,4.92,0.6037,82.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0190/boltz_results_FM001452_analog_0190/predictions/FM001452_analog_0190
FM001452_analog_0001,ok,Nc1cccc(OCc2ccncc2)c1,0.9126,0.93,0.7006,0.7273,0.7006,0.8702,0.8702,0.996,9.906,5.004,0.4284,83.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0001/boltz_results_FM001452_analog_0001/predictions/FM001452_analog_0001
FM001452_analog_0200,ok,O=C(Nc1cccc(OCc2ccccc2)c1)c1ccccc1,0.8717,0.8981,0.8129,0.8129,0.8129,0.8599,0.8599,1.063,11.553,4.937,0.4031,82.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0200/boltz_results_FM001452_analog_0200/predictions/FM001452_analog_0200
FM001452_analog_0006,ok,CNc1cccc(OCc2ccccc2)c1,0.8993,0.9245,0.7475,0.7475,0.7475,0.8689,0.8689,1.08,12.024,4.92,0.444,81.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0006/boltz_results_FM001452_analog_0006/predictions/FM001452_analog_0006
FM001452_analog_0007,ok,CN(C)c1cccc(OCc2ccccc2)c1,0.8952,0.9154,0.7434,0.7458,0.7434,0.8648,0.8648,1.618,41.488,4.382,0.4377,81.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0007/boltz_results_FM001452_analog_0007/predictions/FM001452_analog_0007
FM001452_analog_0152,ok,Nc1cccc(OCc2ccc(F)cc2)c1,0.8998,0.921,0.7698,0.7698,0.7698,0.8738,0.8738,1.567,36.87,4.433,0.4197,81.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0152/boltz_results_FM001452_analog_0152/predictions/FM001452_analog_0152
FM001452_analog_0077,ok,Nc1ccc(N)c(OCc2ccccc2)c1,0.8995,0.9194,0.7843,0.7843,0.7843,0.8764,0.8764,0.685,4.842,5.315,0.5466,80.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0077/boltz_results_FM001452_analog_0077/predictions/FM001452_analog_0077
FM001452_analog_0034,ok,Nc1cc(OCc2ccccc2)ccc1C1CCNCC1,0.8941,0.9276,0.7851,0.7851,0.7851,0.8723,0.8723,1.03,10.711,4.97,0.4747,81.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0034/boltz_results_FM001452_analog_0034/predictions/FM001452_analog_0034
FM001452_analog_0035,ok,Nc1cc(OCc2ccccc2)ccc1C1CCOCC1,0.8817,0.9196,0.7983,0.8097,0.7983,0.865,0.865,1.174,14.931,4.826,0.3933,81.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0035/boltz_results_FM001452_analog_0035/predictions/FM001452_analog_0035
FM001452_analog_0132,ok,CN(C)Cc1cccc(COc2cccc(N)c2)c1,0.879,0.9193,0.7919,0.7919,0.7919,0.8616,0.8616,1.207,16.12,4.793,0.2314,81.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0132/boltz_results_FM001452_analog_0132/predictions/FM001452_analog_0132
FM001452_analog_0136,ok,N#Cc1cccc(COc2cccc(N)c2)c1,0.8964,0.9191,0.7493,0.7493,0.7493,0.867,0.867,0.744,5.546,5.256,0.4028,81.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0136/boltz_results_FM001452_analog_0136/predictions/FM001452_analog_0136
FM001452_analog_0141,ok,CC(C)c1cccc(COc2cccc(N)c2)c1,0.912,0.8847,0.644,0.6941,0.644,0.8584,0.8584,0.864,7.308,5.136,0.5782,80.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0141/boltz_results_FM001452_analog_0141/predictions/FM001452_analog_0141
FM001452_analog_0143,ok,CN(C)c1cccc(COc2cccc(N)c2)c1,0.8874,0.9044,0.7331,0.7331,0.7331,0.8566,0.8566,0.697,4.976,5.303,0.4243,81.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0143/boltz_results_FM001452_analog_0143/predictions/FM001452_analog_0143
FM001452_analog_0123,ok,Nc1cccc(OCc2cccc(F)c2)c1,0.9043,0.9251,0.7519,0.7519,0.7519,0.8738,0.8738,1.343,22.031,4.657,0.3148,80.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0123/boltz_results_FM001452_analog_0123/predictions/FM001452_analog_0123
FM001452_analog_0124,ok,Nc1cccc(OCc2cccc(Cl)c2)c1,0.9279,0.918,0.8119,0.8119,0.8119,0.9047,0.9047,1.345,22.122,4.655,0.4058,80.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0124/boltz_results_FM001452_analog_0124/predictions/FM001452_analog_0124
FM001452_analog_0138,ok,Nc1cccc(OCc2cccc(CO)c2)c1,0.8989,0.925,0.7567,0.7686,0.7567,0.8704,0.8704,0.847,7.03,5.153,0.3038,81.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0138/boltz_results_FM001452_analog_0138/predictions/FM001452_analog_0138
FM001452_analog_0155,ok,COc1ccc(COc2cccc(N)c2)cc1,0.8987,0.9235,0.8267,0.8267,0.8267,0.8843,0.8843,0.927,8.447,5.073,0.5051,81.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0155/boltz_results_FM001452_analog_0155/predictions/FM001452_analog_0155
FM001452_analog_0168,ok,CCCc1ccc(COc2cccc(N)c2)cc1,0.8964,0.8949,0.7184,0.7184,0.7184,0.8608,0.8608,0.867,7.354,5.133,0.6192,81.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0168/boltz_results_FM001452_analog_0168/predictions/FM001452_analog_0168
FM001452_analog_0021,ok,CNC(=O)c1ccc(OCc2ccccc2)cc1N,0.8823,0.9311,0.7974,0.7974,0.7974,0.8653,0.8653,0.608,4.053,5.392,0.397,81.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0021/boltz_results_FM001452_analog_0021/predictions/FM001452_analog_0021
FM001452_analog_0031,ok,Nc1cc(OCc2ccccc2)ccc1-c1ccoc1,0.8902,0.9216,0.8226,0.8226,0.8226,0.8767,0.8767,1.052,11.269,4.948,0.4026,80.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0031/boltz_results_FM001452_analog_0031/predictions/FM001452_analog_0031
FM001452_analog_0032,ok,Nc1cc(OCc2ccccc2)ccc1-c1ccsc1,0.8828,0.9155,0.7298,0.737,0.7298,0.8522,0.8522,0.811,6.475,5.189,0.4363,78.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0032/boltz_results_FM001452_analog_0032/predictions/FM001452_analog_0032
FM001452_analog_0142,ok,NCc1cccc(COc2cccc(N)c2)c1,0.8976,0.9175,0.7124,0.7205,0.7124,0.8605,0.8605,1.076,11.914,4.924,0.216,79.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0142/boltz_results_FM001452_analog_0142/predictions/FM001452_analog_0142
FM001452_analog_0167,ok,CCc1ccc(COc2cccc(N)c2)cc1,0.8935,0.9147,0.7228,0.7228,0.7228,0.8594,0.8594,0.866,7.342,5.134,0.5469,81.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0167/boltz_results_FM001452_analog_0167/predictions/FM001452_analog_0167
FM001452_analog_0033,ok,Nc1cc(OCc2ccccc2)ccc1C1CCCCC1,0.8825,0.9093,0.7588,0.7588,0.7588,0.8578,0.8578,1.158,14.399,4.842,0.5324,79.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0033/boltz_results_FM001452_analog_0033/predictions/FM001452_analog_0033
FM001452_analog_0137,ok,Nc1cccc(OCc2cccc(OCCO)c2)c1,0.8859,0.924,0.8318,0.8318,0.8318,0.8751,0.8751,0.581,3.812,5.419,0.4053,81.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0137/boltz_results_FM001452_analog_0137/predictions/FM001452_analog_0137
FM001452_analog_0144,ok,Nc1cccc(OCc2cccc(-c3ccncc3)c2)c1,0.877,0.9122,0.7597,0.7597,0.7597,0.8535,0.8535,1.096,12.487,4.904,0.4266,80.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0144/boltz_results_FM001452_analog_0144/predictions/FM001452_analog_0144
FM001452_analog_0029,ok,Nc1cc(OCc2ccccc2)ccc1-c1ccncc1,0.9018,0.9148,0.8333,0.8333,0.8333,0.8881,0.8881,0.877,7.527,5.123,0.4941,79.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0029/boltz_results_FM001452_analog_0029/predictions/FM001452_analog_0029
FM001452_analog_0030,ok,Nc1cc(OCc2ccccc2)ccc1-c1ccccn1,0.8782,0.9195,0.7224,0.7224,0.7224,0.8471,0.8471,0.768,5.862,5.232,0.4521,84.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0030/boltz_results_FM001452_analog_0030/predictions/FM001452_analog_0030
FM001452_analog_0048,ok,Nc1cc(N)cc(OCc2ccccc2)c1,0.8982,0.9178,0.7518,0.7518,0.7518,0.8689,0.8689,0.904,8.02,5.096,0.4184,84.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0048/boltz_results_FM001452_analog_0048/predictions/FM001452_analog_0048
FM001452_analog_0126,ok,COc1cccc(COc2cccc(N)c2)c1,0.8922,0.9152,0.767,0.767,0.767,0.8672,0.8672,0.798,6.281,5.202,0.386,80.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0126/boltz_results_FM001452_analog_0126/predictions/FM001452_analog_0126
